Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019	2020
"Congo, Rep."	COG	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		1.153846154	1.730769231	2.5	2.895752896	3.281853282	3.928571429	4.222007722	7.722007722	12.1849711	13.73269231	14.61538462	13.84615385	10.88931298	8.174904943	4.364326376	4.943502825	0.009469697		0.18556701	1.049180328	1.054989817	3.368217054	3.076923077	5.555555556	8.901515152	4.761904762	3.413654618	1.4	1.073705179	3.288100209	2.910602911	4.166666667	4.12371134	4.016913319	4.210526316	8.385744235	8.163265306	10.18329939	10.1010101	10.20408163	9.43877551			2.651020408	0.065306122	0.053061224	0.359183673	0.746938776	4.578	0.541176471	1.31509434	2.247981132	2.927490909	1.885836364	4.131963636	2.167981818	2.309054545	2.350327273	4.2566	9.858127273
Colombia	COL	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		20.10192525	29.44507361	39.0971831	45.42056338	36.74157303	36.65210084	40.19607843	41.5022409	39.36338186	40.42105263	51.55891408	57.48578595	70.92119867	69.05222437	59.22063274	67.41890411	79.75995636	79.08557457	84.50743846	84.1325431	75.10729614	81.05797489	84.47991487	96.04928458	96.35883905	114.9879106	130.3083159	140.725474	151.0028802	182.2390318	197.8933509	166.5798046	176.1546356	175.7768362	202.6677782	199.3423757	219.259551	233.5946688	231.033123	233.5699077	254.6092851	323.9057259	334.9736572	364.0270777	367.590617	418.9241783	395.6144845	404.2460929	370.3573352	477.4633069	583.6699369	587.2235044	534.9919382	632.87985	601.460976	618.7148047	200.715795	190.9359907	182.9539642	256.5535546
Comoros	COM	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Cabo Verde	CPV	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Costa Rica	CRI	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		65.56842105	84.96140351	121.0526316	115.7894737	85.96491228	101.0526316	107.3684211	167.7192982	190.1052632	173.2105263	200.9578947	167.7192982	226.1484099	256.1837456	233.5689046	196.7915194	235.1342756	282.2614841	279.5053004	259.7173145	255.8303887	254.4169611	312.0141343	340.2826855	282.8070175	298.245614	333.3333333	360.25	411.5384615	417.6923077	447.6923077	491.2	467.3913043	560.8695652	554.5454545	710.4761905	909.5238095	947.6190476	836.3636364	795.2380952	557.9666667	629.19155	919.6685714	751.0608095	683.535619	845.4687143	858.04355	915.7099	382.9673182	519.3177333	706.0794828	635.3276724	589.8420259	584.1529333	623.3775148	559.6607103	636.4528032	641.8411485	608.2732024	656.4928425
Caribbean small states	CSS	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		52.22305389	55.54409567	61.09850746	70.67013373	67.4261796	65.92675635	82.74888559	81.02674591	84.73214286	87.74362819	86.39169139	101.7893175	99.37790698	108.9714203	80.20378457	74.8769018	65.81167109	73.40868455	59.81188489	59.63115265	76.43116623	62.26309068	69.8997004	91.35022742	73.75309931	92.63486286	91.2998713	81.28663239	93.43694268	72.84475061	89.46971601	78.47278693	71.75044133	69.7355129	79.37031288	79.74606837	85.30511662	83.0708231	85.72093481	84.71978261	69.96859897	83.53232283	85.57720207	79.15812582	61.304928	63.93614983	53.95789606	91.23221748	56.29831742	66.40844001	79.65101078	83.54892085	118.675969	121.6028923	114.7919965	119.0355416	103.9577681	101.0692571	134.4260008	118.5852042
Cuba	CUB	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		72.4137931	88.26046512	108.2644472	114.0749149	141.9753086	199.2263056	192.1441229	230.3543914	240.1955739	171.5584416	128.2389108	87.70114943	99.60488506	114.7192716	115.2961672	117.4760489	137.9082811	148.5507246	155.8912387	177.6845638	202.447	181.7006557	170.34	189.4431928	184.7537879	204	196.4264264	177.1301775	194.4722141	171.0409909	106.2590975	69.79020979	47.38292011	33.66793272	66.23235613	67.43185079	65.98676957	47.36989368	43.07479224	37.21461187	55.06820005	37.26221959	14.89071162	16.2491932	20.3096841	29.750776	26.77395466	37.27774611	9.535844457	37.23382092	33.936812	43.47120801	45.35057977	54.86680246	44.39264028	33.2403051	34.24694355	25.57377432	25.57377432	25.57377432
Curacao	CUW	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Cayman Islands	CYM	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Cyprus	CYP	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		51.29483283	59.9266055	62.74153846	35.32817337	59.19565217	56.88125	51.52830189	94.93987342	65.67834395	87.69009585	84.9807074	97.34627832	114.9348534	57.62735849	126.0395189	144.0350877	95.47321429	143.2272727	158.4537037	138.7033582	143.7862319	167.8	171.5517241	155.1478261	176.5856031	193.5852713	199.893617	210.3578337	219.243295	215.2651515	208.5122411	263.5594796	241.149954	264.7283702	258.0726539	257.0606061	207.3292559	202.7372627	199.6340257	146.4939024	150.0714286	159.65	158.2321429	131.4070796	108.9756098	109.026087	109.8360656	112.0145631	181.4499425	202.7723971	151.202381	196.5268065	183.8705632	158.2065353	157.9995934	204.036152	174.7917948	157.7036681	188.0125491	162.7306605
Czechia	CZE	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																		91.92767107	101.5073862	105.3317177	106.4476512	96.63753846	91.96074824	82.57585995	101.9805735	121.9765142	94.88180337	106.9641356	102.4790422	105.9504059	114.4534094	121.86134	106.9893548	109.0228826	119.2838893	126.1987381	160.0123074	161.4830068	162.6572921	192.3136546	196.3833802	182.4206731	174.3607085	165.6915433	144.2165019
Germany	DEU	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		268.0687398	291.7869512	304.4364159	324.9761533	345.2482515	337.901522	349.5251888	354.4664229	380.088576	398.5606593	409.5847054	404.5953849	411.6702252	423.3476705	409.6361598	430.9757591	418.408334	422.6876551	440.3506677	429.7048213	404.5518161	396.9574113	383.3391828	396.6808902	403.3416409	404.2198997	402.6772708	408.0070305	384.2078835	279.9014285	256.8265421	248.0030522	228.8639089	246.2038119	238.3562315	238.1854668	241.4485294	247.3632461	256.5691084	232.359878	221.2319479	220.0740395	219.6980638	215.1258195	208.7570565	194.4190123	221.871769	159.5827187	181.4143993	211.5968259	191.4869895	198.9215819	203.470613	217.6956778	202.2739321	197.2282581	178.1189263	166.4811184	174.0986853	163.2420267
Djibouti	DJI	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Dominica	DMA	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																	742.8571429	828.5714286	642.8571429	242.8571429	428.5714286	442.8571429	302.1666667	383.6666667	416.6666667	450	483.3333333	500	600	880	680	1250	1150	1150	1100	1070.666667	913	1000	1000	750	600	600	86.6	148.2	198.6	207.8	134.2	276	44.6	58.16666667	52.16666667	150.1666667	84.825	122.6133333	80.40833333	152.0433333	88.68833333	41.38166667	21.88	759	58.90166667
Denmark	DNK	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		152.7228358	155.2495492	162.7040816	174.3385913	183.2996658	194.6046165	195.9478585	205.3567186	216.4499627	224.6114243	238.9380431	255.2610336	277.4802111	217.4149943	241.1513208	245.2197968	262.21843	260.3465759	264.1018168	237.6938234	234.2313235	248.1581749	267.7612804	252.4222818	243.5951557	247.5304549	234.9883631	241.015625	255.6385069	247.2471691	227.8649922	199.6849153	190.6829846	197.0401691	188.8745149	193.3677864	184.7780127	174.1335587	163.4699215	153.0030688	134.6719023	128.8743409	138.180053	144.7844866	137.1170669	138.5811674	142.4119688	147.6761032	102.9181407	113.7121024	112.8487395	107.1133168	116.6227779	123.5657895	136.88043	139.1419911	163.16644	134.667786	136.0488528	144.6419675
Dominican Republic	DOM	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		19.44027778	15.06575342	11.48648649	13.33333333	15.78947368	20.60909091	22.82051282	21.15384615	37.17791411	46.19634146	63.84624697	89.48470588	87.67283237	110.820339	79.78142077	78.95833333	50.50505051	56.23448276	69.15865385	48.22429907	54.13953488	56.27906977	39.06976744	55.25581395	56.74418605	53.95348837	73.46115035	63.47325933	80.3678392	102.5455556	105.2222222	93.22222222	86.88888889	100.7777778	101.0752688	98.28877005	126.627907	112.4137931	110.2352941	102.110245	108.6525612	73.39309577	52.24268293	59.17317073	58.2402439	80.46707317	94.75731707	80.39875	80.56	107.00625	94.15625	74.46375	79.7825	94.733275	134.1668985	149.9861345	150.9639339	196.5582896	196.5582896	196.5582896
Algeria	DZA	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		7.571075402	8.73015873	8.548387097	8.561643836	6.295985813	8.246262659	8.178066973	10.89219926	11.23054709	17.76568502	28.05642633	33.02611367	28.86977887	26.13080685	17.96932067	23.40665539	20.42540556	25.8425711	24.81040023	34.28363636	24.12490922	19.08719663	23.49817961	29.49168474	40.61244573	38.99239271	34.12080917	20.63089706	16.41183897	17.93531987	12.60330579	12.80084634	17.37687508	15.95559716	6.171033382	5.052519612	12.67973856	14.09737632	12.12042226	12.04646306	13.88632467	9.641579436	6.001172755	25.09515548	7.429902809	13.2626506	14.96157451	8.576712512	14.27999466	15.79578779	15.76912823	21.32818224	22.45137536	25.50405655	23.53224963	21.02860539	20.8411217	20.74612223	20.74612223	20.74612223
East Asia & Pacific (excluding high income)	EAP	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																											262.0612541	263.1934193	280.2088268	293.0563091															
Early-demographic dividend	EAR	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		4.807736628	5.435048589	6.405759692	7.249293247	7.769188988	9.34819081	11.5000446	13.54289707	14.85954295	16.15656722	18.57460532	21.02378064	22.12753042	21.51134756	25.9732461	27.72397547	31.55318334	35.71671341	36.91125329	40.47956897	43.73529374	45.08551985	47.67514041	52.39627162	55.72206134	60.96780827	58.57002748	65.29579141	66.78492763	69.22850052	69.51489882	71.30435352	69.52772936	71.33678732	73.75152562	77.95411472	82.98960584	85.89373346	90.52397187	88.04401205	89.30457838	84.70069789	88.1021909	94.67859913	99.52617508	105.5862738	108.3033083	109.1303655	117.1907596	123.0172435	124.8888449	119.8668296	120.1984918	125.4521536	127.6656641	130.3174401	137.5323549	139.3780935	143.1632045	155.6953966
East Asia & Pacific	EAS	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																											250.0852644	252.0002743	265.2779253	274.679574	278.3729501	292.5191698	274.5746873	274.4539276	304.3411992	307.8279131	315.4308049	318.2901344	328.7057719	325.1650197	324.1174256	322.9900342	307.7102286	290.1823912	288.7547618
Europe & Central Asia (excluding high income)	ECA	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																	54.58463056	39.83242391	24.3420189	24.50362426	24.27029488	25.74490153	25.73263573	24.90704518	25.30466493	24.4273389	25.37546891	26.52736309	26.43078898	27.57891472	32.33825791	34.25359015	34.2958583	38.48440317	38.01897524	40.0977586	40.67953003	42.22616114	40.90412164	41.56164106	46.03729112	47.04409104	45.47055705	48.7915693	55.13864866
Europe & Central Asia	ECS	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																	91.4152926	81.90268531	73.4943606	73.65674246	76.48857575	76.27049211	75.87454267	74.72613257	71.74340667	71.00331037	70.87481799	73.69269439	72.64846794	71.3552205	73.3877681	78.58408491	68.88044854	66.63646506	73.12318946	73.12067044	74.94588743	77.90484332	77.86143603	79.02924007	81.95927779	84.28649266	81.96264262	83.60347285	88.21771038
Ecuador	ECU	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		6.449853372	8.631671554	10.96432749	6.138596491	8.9696793	10.20058309	29.03081395	36.89329446	24.06802326	19.76695652	10.63583815	24.43054755	30.12068966	23.31260696	19.0255814	48.44285714	52.08363636	44.32732919	50.22721519	47.06809339	44	46.42525773	47.30769231	46.40380952	45.49559748	46.40311526	39.13613861	47.26215385	46.89071383	42.40710723	50.243309	59.88977342	59.91077119	57.3719926	64.16772554	73.42874922	101.0565569	100.943196	109.0062112	101.7326733	233.1006667	167.6220588	156.8221709	217.5293657	150.8294753	207.7899432	199.1062762	214.1197411	187.2786393	252.070971	275.355196	254.7435404	236.1709883	344.0164536	254.8125843	345.4452254	369.9862246	428.798657	380.8636906	362.8845761
"Egypt, Arab Rep."	EGY	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		96.95038015	98.21701603	114.4293411	125.7927333	130.7583269	107.2929556	104.2130661	119.490882	127.6576147	136.8414679	136.1608775	153.6502752	148.5424165	158.3302549	186.2474916	191.4522342	217.3857543	242.6559499	262.2395833	290.2449694	306.8530559	346.6097386	347.5454136	349.850127	374.6203905	435.3753236	441.0402098	433.4632035	409.5017422	419.8537653	424.9669166	335.5059496	377.7026046	322.7499943	399.858005	427.0492831	388.1878572	419.2152118	393.9545758	449.743306	457.304439	454.359673	477.6668961	541.2816189	600.0780336	586.5642994	523.1669267	520.2498107	483.0790569	473.3727811	503.5612536	462.990456	536.74893	546.9682106	569.4591719	568.0420749	574.1819761	522.4991801	494.9052501	473.4323923
Euro area	EMU	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		121.4344707	130.7972635	138.7988795	149.2884442	156.2689878	161.7309104	175.4311938	184.842328	195.9155975	211.5317656	230.2021081	240.4635208	252.8940452	231.1992719	232.3438647	248.6187067	251.9468924	270.1097372	281.2899568	269.4237644	258.6796473	258.2747214	264.0805647	268.3343529	271.3245089	275.870689	275.7247472	280.9829291	272.6762613	247.6006045	237.9180734	203.2086475	198.2099855	207.1351946	209.6957292	215.4349028	212.2159491	216.6058602	215.9680591	197.4667326	197.0848945	193.3390549	200.3758406	193.9916534	179.2076145	176.5132164	191.4665519	144.0651896	133.1339064	157.1283774	149.2100289	157.1322196	165.4837561	171.0719549	170.6843284	166.6690993	170.8788184	168.144372	164.3304442	169.8789981
Eritrea	ERI	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																		1.40562249	2.974828375	3.684931507	13.53116531	15.34526854	13.05220884	21.8875502	19.46428571	9.729537367	6.236654804	1.628140704	0.005016722	2.316129032	0.01641791	3.489552239		2.782608696	0.417391304	0.82173913	0.983608696	1.188942029	1.458115942	1.470608696	2.787304348	2.571536232	6.799724638	6.665724638	5.058304348
Spain	ESP	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		44.92527391	46.15770741	46.05800679	48.1914065	49.00156583	56.889548	59.18678526	68.02829467	69.14562865	77.50159337	85.37854214	87.10111739	94.76086957	93.7906144	88.60621958	108.2895829	90.2890595	103.5517903	108.1626011	106.8314051	88.46939431	95.39762287	93.41239097	104.7113283	111.4202005	119.1578542	129.6660036	134.4160621	132.2952553	128.8491034	123.3282213	103.5983159	121.3249232	130.1769553	133.0509078	151.7024221	147.560378	172.9757381	172.3213994	160.4029851	168.0802205	164.4517778	175.2709534	165.4026104	142.1395493	142.3294811	157.7222311	106.5446028	96.92694247	130.6752874	122.6164615	122.5808274	143.5965028	151.3560841	151.5015206	143.9661252	155.495204	157.6985254	157.4759057	167.1444677
Estonia	EST	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																	101.0852018	60.92870544	43.92307692	32.03661327	25.08144796	31.31193694	36.52423901	31.76949942	41.5480427	43.88330871	44.01401565	71.64954128	84.3096476	60.95133491	75.65372921	75.87185049	100.3629977	69.41314554	68.38914729	71.51802657	81.07010475	82.35579937	85.34097859	82.67259259	79.29310345	87.93519882	88.38799414	90.27391304	94.7795389
Ethiopia	ETH	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																		7.59	11.68948852	13.5110664	17.88546389	13.30626263	16.48864322	16.7877	15.748	13.61602277	17.01248351	5.702324305	10.30928502	10.90251891	11.13100926	16.03989172	17.20020579	17.66231718	21.84709921	20.81905063	30.58634889	18.25915649	25.3595345	28.11255391	33.78830872	34.5145862	36.20021005	36.1900374	36.19804509
European Union	EUU	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		97.39615075	102.3736962	109.9832616	119.5482399	127.9040572	135.9930945	150.7533007	163.6629067	173.6265296	186.6371179	202.9987252	212.2918954	227.7384707	214.4308538	223.7947101	231.3909804	236.0084045	250.6188508	258.3818657	246.1063446	244.7933285	243.8895203	250.6403868	250.3992292	249.1625325	251.538171	248.0083717	253.401741	246.3757313	205.0366741	179.9279631	159.3829184	156.4176402	162.2663741	163.133964	170.1827747	167.8890485	168.3138157	166.1980292	157.6692969	157.8843376	157.1277546	165.4014956	160.4767777	154.5040423	153.0861876	167.6317904	135.1234931	121.2423088	142.4240513	138.3468422	142.618994	149.856802	151.9389129	155.1682389	155.6154628	160.7393837	157.2485713	154.6593514	157.0251501
Fragile and conflict affected situations	FCS	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																		22.58911326			16.11482597		15.58273414	15.42198627	15.8211028	16.96266438		13.09869333	13.97670474	14.6713932	16.47220817	16.8071243		17.16385909	18.94303048	19.64136786	19.06114167	19.05444548	19.34654084	18.34832787	22.47540627	26.92264232	27.03600995	27.69245586	29.82756641
Finland	FIN	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		90.67024431	88.06128924	106.0289371	120.7440213	128.0819702	126.8884905	134.7454784	152.1277913	178.4683132	188.821312	198.2387276	205.0940025	232.8613703	242.0041711	210.7729015	171.3225557	181.2118581	195.7815028	204.1254428	206.4060785	194.8969269	226.7849615	225.837155	215.4373935	219.1309126	225.3115596	228.9040014	219.3144587	227.9647897	195.0945392	147.4322738	151.0418491	149.7385305	154.4136192	158.987637	147.405105	147.7229959	142.5802879	142.3912544	136.6482336	135.4123923	129.4285973	126.6040293	126.1557167	121.3789403	113.9376244	106.7740506	95.93864813	76.77323651	100.5370765	86.18618085	86.23982927	87.35246167	92.74410974	89.20436159	86.16286287	89.53851918	91.61942959	95.28061915	92.79184574
Fiji	FJI	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		18.35955056	46.2247191	57.15116279	88.81395349	76.54320988	75.49382716	65.51898734	87.17910448	86.88059701	88.76119403	110.4328358	141.4285714	117.1142857	175.8571429	156	157.5	140	132.2222222	193.3333333	182.2222222	197.8947368	138	103.8095238	142.7272727	113.625	180.8333333	165.3846154	180	153.6666667	143.75	81.87134503	79.29782082	93.47553325	117.1875	126.0504202	138.6861314	146.3414634	146.7304625	118.4210526	64.76683938	90.90909091	116.621881	33.26219512	83.1425486	76.7281106	52.72839506	53.80319149	100.1440922	59.14239482	42.68987342	90.63467492	72.32060606	83.0620178	84.91831395	125.2735043	106.0819832	118.0364384	84.73534946	81.17585752	97.71861979
France	FRA	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		123.5897174	134.481362	148.142277	161.190586	164.8894446	182.9679359	210.0323634	230.040446	239.3665243	267.0638457	290.8025915	311.3505609	340.8389682	269.469846	270.3686609	298.0211313	302.9134086	323.7192416	339.3195793	321.0107601	317.7907109	315.6195116	330.1262097	324.5550003	317.7314066	326.2695855	320.267518	336.8158087	344.6320984	319.5312851	312.091659	253.8255944	255.2983841	260.3972105	270.4106619	278.1653392	273.0581661	264.0572115	258.9971177	225.8205117	227.7348072	211.2837819	223.3639157	212.1080139	192.4625631	190.3825727	209.3381895	152.4465342	120.563425	150.5379576	141.2993039	160.7863054	169.4173946	168.4267254	170.4009481	163.1391209	177.6248273	171.764112	156.6652309	168.9923905
Faroe Islands	FRO	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
"Micronesia, Fed. Sts."	FSM	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Gabon	GAB	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS													0.235	0.1	0.136363636	1.724137931	3.34496124	2.19047619	1.045296167	0.422145329	0.343642612	5.215017065	1.355932203	7.070707071	9.030100334	9.302325581	7.128712871	7.124590164	3.087947883	3.883495146	3.604501608	1.916932907	1.587301587	1.261829653	1.253918495	1.230769231	0.615384615	0.615384615	1.332307692	0.923076923	0.923076923	0.923076923	5.578461538	3.612307692	5.107692308	8.344615385	8.458461538	9.058461538	10.51692308	12.02153846	3.16	5.649230769	10.08818462	10.14123077	13.07895385	27.34163077	31.82861538	60.62107692	45.02498462	39.72230769	21.27270769
United Kingdom	GBR	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		195.2891986	195.0801548	205.5257732	203.1547457	211.8272244	227.3620972	257.9696265	246.7088086	226.6787659	266.6431991	273.2613573	243.0635433	264.5371025	238.2481958	264.9585092	279.8085292	290.2759717	298.8754325	327.2807146	296.9066204	333.1402925	368.1469695	379.3303377	374.1693152	359.9427754	381.8443804	358.1831291	357.5370317	374.6642793	360.7250755	330.5923557	305.6148917	340.6665572	375.4017933	369.1037736	389.6359462	356.4698492	332.8002559	337.333108	300.2042206	330.9148823	323.3667473	315.9568828	305.5507819	291.8484901	256.4817854	254.5603944	256.6194838	212.4318069	243.0485762	246.9482019	232.9362524	233.0258244	247.8543354	252.3706538	247.7592762	248.566493	245.6197779	245.0046654	233.1687693
Georgia	GEO	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																	90.56603774	67.79874214	38.99371069	40.2075227	41.22919334	46.49681529	42.92929293	50.63291139	52.96343001	35.22012579	33.04130163	14.36907731	31.46681416	53.28723404	47.52813853	41.33909287	40.15135076	48.34180139	46.88767089	46.52461579	58.07832432	73.40668752	68.68312329	64.46682078	75.11976744	65.57719136	68.79173633	68.56680782	178.1970645
Ghana	GHA	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		0.422352941	1.135294118	1.235294118	0.866470588	0.667058824	0.705882353	0.775882353	0.797647059	0.698823529	1.966470588	1.697058824	2.648235294	3.907058824	5.722941176	13.61111111	11.38888889	17.33333333	10	9.736842105	6.315789474	15.26315789	12.9047619	10.19047619	3.652173913	5.208333333	3.166666667	4.3544	4.867307692	3.261538462	4.814814815	2.857142857	3.607142857	2.702857143	2.75	3.233333333	5.4375	5.921111111	4.274052806	4.395184298	3.437445775	9.097759794	4.656556646	8.632223429	16.15629398	7.450012419	26.54912712	24.42994242	21.26713441	28.80245447	28.95468865	21.26685738	56.54586362	41.77857545	26.41185312	40.62909567	37.3045862	65.83710407	48.79827997	73.16024087	107.4242063
Gibraltar	GIB	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Guinea	GIN	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		0.480113636	0.483091787	0.543633763	0.893114376	0.870069606	1.022196262	1.029411765	0.740521327	0.745823389	0.901171523	0.877458396	0.853398354	0.30703101	0.56524428	0.46728972	0.408035154	0.253004428	0.318674315	0.706260032	0.090585571	0.266384089	0.278015117		0.065754339	0.121130552	0.221166893	0.307797538	0.217511203	0.28362878	0.406940063	0.68504772	0.180392157	0.566139468	1.450326323	1.86759327	1.553564899	0.656432749	1.199853855	1.168736304	1.168309602	1.167883212	0.875592849	0.716630197	0.957710536	0.919737322	0.883636364	1.213571429	1.29754386	0.634035088	0.932758621	3.583103448	2.931833333	2.868067742	1.023087097	0.912825806	0.757741935	8.512222581	6.857345161	6.857345161	6.857345161
"Gambia, The"	GMB	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS					0.306451613	2.912	4.380952381	3.5703125	2.375	1.692307692	2.253846154	3.007518797	6.15942029	6.412587413	6.388235294	4.603658537	10.12269939	9.729411765	18.01129944	19.45180723	12.73584906	7.53038674	12.32673267	13.1147541	12.4260355	23.07692308	21.46892655	14.13043478	4.673366834	10.92265193	3.20855615	4.591836735	4.938271605	4.968944099	4.444444444	5.102702703	4.236842105	5.365853659	12.5	5	2.857142857	2.666666667		9.403333333	8.090322581	9.756923077	10.82593857	8.97689769	4.260752688	6.343457944	7.3	10.27555556	2.641	0.413136364	0.4655	0.540931818	0.681113636	0.391386364	8.037159091	4.219613636	0.780136364
Guinea-Bissau	GNB	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Equatorial Guinea	GNQ	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Greece	GRC	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		56.80887616	69.16171848	71.49198561	82.11262912	83.80742227	87.33055092	91.0486755	103.2823452	106.6165065	111.8445183	116.2219993	121.4974874	140.4649983	144.6031208	159.1296424	170.2596953	175.6624826	198.2449538	198.3612154	181.4674475	198.3955556	201.7076503	220.7586207	222.6557153	245.6401384	234.3692254	210.9407666	226.6154384	224.5074317	240.0827872	227.4502965	219.273743	179.2884819	185.8251058	179.0145339	199.2882562	180.7099319	169.5402299	169.8044895	166.3626414	158.4558824	154.1108944	152.6589971	156.654089	138.7238348	133.3236842	139.708882	118.2211268	108.7593954	126.1878886	110.0319397	109.230315	117.2322709	123.0625	118.2726854	125.6551402	129.9512984	134.7717902	141.2690067	149.9650786
Grenada	GRD	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Greenland	GRL	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Guatemala	GTM	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		13.70454545	13.87090909	17.74545455	17.07090909	13.17454545	30.22727273	22.67207207	37.15945946	29.76818182	42.10181818	22.56181818	38.18839286	43.84521739	55.21965812	47.00854701	78.7775	82.7424	76.2512	80.38430745	67.32283465	70.00235294	62.24692308	52.36076923	69.38461538	73.13846154	94.61538462	96.46153846	82.53846154	99.53846154	90	110.1538462	121.4615385	129.9093656	124.8153619	137.2693727	134.4599559	145.0330116	113.1165376	122.1794577	125.1537806	115.5548036	76.63425991	91.67182663	119.780707	141.6907143	136.0438247	123.7734772	92.00528302	127.0685579	189.1495552	223.1694385	267.1277034	284.6917922	297.9624545	340.3637355	303.1531787	359.8286311	358.2671462	315.72058	427.4283411
Guam	GUM	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS																																																													
Guyana	GUY	Fertilizer consumption (kilograms per hectare of arable land)	AG.CON.FERT.ZS		24.72857143	25.21428571	27.51428571	21.63142857	26.72285714	23.49859155	26.89295775	24.50985915	30.44788732	27.91944444	33.68888889	41.43611111	44.36464088	45.02762431	35.01923077	26.66666667	18.54739336	28.11308204	22.60625	12.32708333	29.55625	21.51666667	21.68958333	30.95208333	25.69375	44.76666667	27.70833333	29.79166667	33.95833333	25	32.5	25.41666667	25	23.125	31.25	27.70833333	32.65416667	31.04166667	39.44583333	27.96444444	28.88888889	33.11111111	23.05555556	44.83333333	22.09761905	32.58095238	32.6547619	56.79761905	20.2547619	39.31904762	27.84285714	43.54333333	61.56542857	53.14930952	60.99395238	44.60404762	27.95421429	62.10992857	60.66909524	52.73692857
